"Data Source","World Development Indicators",

"Last Updated Date","2020-02-27",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Curacao","CUW","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.40184173201624","1.38775404858784","1.3714341912726","1.36290036969804","1.34566965823938","1.35509742880929","1.35364094889184","1.35552359826486","1.39517174916021","1.42469898346469","1.44067005928607","1.4291578921776","1.44476503895161","1.4428781939989","1.44112492263158","1.43255795391921","1.41404235135053","1.40650317264655","","",
"Cayman Islands","CYM","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.17199144075826","1.15626454714035","1.13573668317822","1.12594050053462","1.13366145688877","1.12977657194465","1.10194754514335","1.08141458126842","","","",
"Cyprus","CYP","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.687842137847463","0.693123352633832","0.716544367697071","0.72978585064543","0.74465894359867","0.743285585236805","0.747498763911418","0.743858902442139","0.746527789519961","0.75392091351237","0.755262248518715","0.759625697620746","0.761084305052942","0.782743347698201","0.78340446111163","0.780500435086761","0.781146583114574","0.767365591853692","0.759298735850477","0.757718733444721","0.770933761828245","0.767255508434042","0.7707998536174","0.752176568703456","0.734692675517116","0.719261298069426","0.704668204536717","0.693813315671428","0.693609429802965","",
"Czech Republic","CZE","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.287142","8.959432","9.710994","11.027889","11.821232","12.683311","13.398602","14.298765","15.291482","15.353718","15.434828","15.165911","15.623549","15.371642","15.464804","15.429167","15.589674","15.416016","15.286191","14.883986","14.829448","14.594311","14.651922","14.199973","13.928455","14.188682","14.127062","13.892006","14.155261","",
"Germany","DEU","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.960828","0.959999","0.974581","0.986202","0.986116","0.978038","0.966937","0.964439","0.962811","0.946684","0.942872","0.935813","0.931155","0.928653","0.908908","0.907968","0.898474","0.891169","0.876432","0.863331","0.85271","0.830596","0.830935","0.826881","0.819598","0.832913","0.82218","0.804829","0.813472","",
"Djibouti","DJI","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.4072047106148","87.4790631236806","86.6623543866739","86.4181987658779","86.7927539324168","86.5511774386511","86.7670506573091","88.5498449819885","95.4738482724118","97.4198814108664","99.6340025288871","101.480583856537","103.132870135286","104.394474689891","104.106468495696","103.10197405075","104.605643736885","103.005784552997","100.698556955383","",
"Dominica","DMA","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.30226032973395","2.33146178643436","2.38674510379478","2.35469134491623","2.29520172393554","2.26198372948096","2.23442534805103","2.23657832283866","2.2243962009942","2.20244242280507","2.14875576740866","2.11694478360303","2.08743734457641","2.07076711095793","2.06505708374189","2.03088645905339","2.01074889104431","2.02598891223944","2.07517227831756","2.08270724605937","2.11056114577083","2.06911770753956","2.05467279658463","2.02406995147972","2.00767831910539","1.98837823154405","1.96639042316799","1.9310817461574","1.90368474957539","",
"Denmark","DNK","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.312932","9.264396","9.131424","9.004329","9.050355","9.027576","8.995004","8.932257","8.84952","8.963805","8.91383","9.150341","9.081754","9.190901","8.979746","9.066041","8.864773","8.664654","8.54557","8.439117","8.386762","8.360319","8.408242","8.261584","8.282344","8.290606","8.324573","7.990012","8.010806","",
"Dominican Republic","DOM","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.88520535322358","5.48215980497133","5.5476190599908","5.67148507212804","5.98396490547808","6.55034757922862","6.70741214670198","7.0979686278051","7.32718044472341","7.63424927280383","7.95529024624714","8.42389056501838","8.72551196434318","10.873794471881","16.0401108698517","16.1638263062051","16.8444876362723","17.3834471319612","18.522742548351","18.8569135763656","19.7270118567024","20.7410299218423","21.0712816469471","21.7703260857745","22.0651936429099","22.2234602902519","22.300840191791","22.5518301553451","22.7987957390665","",
"Algeria","DZA","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.12144767028486","9.80841423076092","12.5350420366723","14.6765783047731","18.4584860577784","23.3016453154158","26.8666606356179","27.7581668627544","28.6869396223602","28.8153677214008","27.9686378601864","28.3493870482747","28.3025790945109","28.855750229606","29.2167557247188","28.6486844240407","28.3948950880625","28.6230210266347","28.9040413081236","30.6713343891158","31.3566466524272","31.772286907478","33.8958840411849","34.493662720675","34.9331244824207","36.5611099137334","38.4155342144573","39.7173676384298","40.4258600411394","",
"East Asia & Pacific (excluding high income)","EAP","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.311960669297152","0.417696458919713","0.462506266760862","0.488099952466317","0.488408681790595","0.483755827859462","0.484097016643531","0.481383660056045","0.50252780296524","0.530343695463555","0.540332425123994","0.5472344513109","0.563492275028964","0.570472799419187","0.581514856558304","0.603865145782676","0.606648162197726","0.596474360846902","0.580947515465962","",
"Egypt, Arab Rep.","EGY","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.539976351193805","0.620342539902742","0.684217567074017","0.744949690294098","0.78522044649212","0.884030882693179","0.92058293334162","0.941163975249084","0.962667966794326","0.971066127452471","0.964555973633596","0.959336559560186","0.970208082658856","0.991436346614177","1.07441278971904","1.08975750031758","1.1364045258566","1.20784971554165","1.37625375300862","1.54363764648524","1.68981759090809","1.80297928132978","1.89204940612077","2.04131927225387","2.21101689723361","2.43741875100902","2.73955244551569","3.47390349157092","3.87943800933481","",
"Euro area","EMU","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.259106","","","","","","","","",
"Spain","ESP","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.656234","0.675879","0.70154","0.720786","0.74036","0.760101","0.771344","0.767716","0.767827","0.773923","0.769178","0.764374","0.754664","0.771956","0.788583","0.794163","0.791225","0.808799","0.802165","0.799778","0.801076","0.791645","0.78582","0.758457","0.744228","0.738178","0.729978","0.715162","0.720978","",
"Estonia","EST","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.111559160235563","0.205681601055946","0.295981","0.361457","0.439877","0.474181","0.501026","0.511425","0.509592","0.533705","0.526968","0.530084","0.538591","0.554105","0.585151","0.615008","0.625117","0.598092","0.586902","0.58783","0.59806","0.59817","0.598979","0.603207","0.598256","0.604194","0.624408","",
"Ethiopia","ETH","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.39804694153342","1.82037347292406","1.95286355544012","1.96408184086906","2.05953071984708","2.20410603425509","1.95966248778245","1.96076393034782","1.94806940500824","2.05775020223461","2.0037191978836","1.78812057811679","1.77208613866517","1.96968820535855","1.98215991662728","2.10825300289838","2.29356786436001","2.61440766943725","3.63453868159861","3.95694878971551","4.21035927295042","5.43861362639382","6.61378256048264","7.04496102633565","7.44565750441853","8.18875506641184","8.674132847592","9.3296513206659","","",
"European Union","EUU","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.097043","1.112461","1.121094","1.133013","1.116887","1.097199","1.088559","1.083156","1.084711","1.080232","1.072302","1.095175","1.090637","1.095994","1.06352","1.06801","1.045082","1.011801","0.992253","0.983333","0.979194","0.9739","0.99038","0.982728","0.978455","0.97934","0.965372","0.946899","0.954907","",
"Fiji","FJI","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.974679107601427","0.995834159519686","1.01375612280367","1.03596024732546","1.01787996381068","1.0115455547418","1.01271459813271","1.02291173944959","1.0648084028196","1.0625227193031","1.03904030810967","1.05365692643742","1.04511034961188","1.06455378650297","1.06611155739373","1.05552205532187","1.04800531705716","1.06788514987736","1.10792273939677","1.14668920533439","1.16980539446357","1.21654093934759","1.23267940626196","1.25027953478812","1.23671012160599","1.25222798664134","1.28440059387809","1.29971162275979","1.32050462031369","",
"France","FRA","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.053453","1.046601","1.045394","1.035424","1.023716","1.012322","1.004119","0.988358","0.981371","0.966089","0.936021","0.911637","0.905547","0.939787","0.943182","0.92913","0.928242","0.926871","0.925198","0.906991","0.897725","0.882667","0.886484","0.861092","0.859472","0.871939","0.860609","0.846729","0.860229","",
"Faroe Islands","FRO","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.909395056797407","0.898677458645612","0.878369075931075","0.863691775406345","0.845589890000768","0.842291278343975","0.849337636400181","0.860950775137993","0.864748321528855","0.902928034937364","0.964085434818189","0.97996064640692","0.998254746991048","1.0270980735255","1.0300082963402","1.0201570624033","1.01591066691019","0.992845348012524","0.977218368892131","","",
"Gabon","GAB","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","397.120986376923","336.463857275661","295.408026637067","288.470108746048","382.676612815159","408.141547719423","399.253536513313","405.635183592139","405.221606538694","388.865584055895","378.062416075327","375.530812520431","369.803369674123","369.677744986795","361.508354837939","362.611789609797","346.328761832352","353.661401303386","358.515436417588","366.579348240594","365.935564579511","359.218531149178","361.270601964629","357.854640290105","368.659186144086","367.07684108748","370.045654737843","371.897338035525","380.428903745694","",
"United Kingdom","GBR","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.748844","0.786187","0.794464","0.793224","0.790006","0.798288","0.790094","0.790247","0.809082","0.808232","0.778069","0.756289","0.763978","0.760268","0.742633","0.762904","0.75007","0.759408","0.763449","0.781549","0.77818","0.777677","0.787207","0.792885","0.798517","0.805799","0.798179","0.789144","0.803617","",
"Georgia","GEO","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.128315106327634","0.327906635801885","0.443949425769652","0.464555007864405","0.473770550941345","0.552608571094737","0.556281539879736","0.566126912041883","0.58842850067821","0.58018716964754","0.597020789822234","0.62505122841675","0.660988823258554","0.702068837631613","0.743719968582943","0.759267386552075","0.800130174181432","0.841907088599547","0.817054739617188","0.801135645549063","0.812539786096843","0.844069156832997","0.851348943049978","0.883902458010066","0.885392227654891","",
"Ghana","GHA","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0269655280347559","0.0305346685653594","0.0326173497754651","0.0395900271056388","0.0481799050899947","0.0747318822879585","0.106408750928166","0.132972566822515","0.150088898022055","0.165100488850956","0.199942833096983","0.258431133819667","0.292088298218782","0.361789734350877","0.396839806406211","0.441844132493499","0.474756782139173","0.511130264171642","0.573560380665417","0.686415375874121","0.747651953017477","0.788021721741151","0.827064161283817","0.910217887982365","1.03442644049543","1.21039440333892","1.40395229854222","1.5447434409604","1.656244586632","",
"Gibraltar","GIB","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","811.577152972879","1031.20938502717","1345.58253132262","1607.12701206244","1832.24072105047","1924.91395786329","2186.68126698897","2572.34311979686","2903.89361524325","3202.19860604866","3457.17634381273","3734.53614680013","3989.41804937566","4254.45534359571","4561.09146390148","",
"Gambia, The","GMB","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.98114649557629","6.23404801943641","6.62479067117075","6.85079228296667","6.79088656499763","7.06670586131206","6.94095007417471","6.9710325868692","6.94095995352054","7.05129100609324","6.87859203388631","6.99006810484529","7.47332252881462","8.55210272735996","9.51240832129319","9.64543266908063","9.53616012724377","9.76947819710487","9.82635641638928","10.3112549594809","10.6570828933872","10.8264736528423","11.0582571042132","11.5198021114735","12.0100973740634","12.8125847841228","13.5675994796769","14.3519230711965","14.9233202386261","",
"Guinea-Bissau","GNB","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.6357543729169","28.1758337628496","46.3769299018941","66.7187128217783","74.8914262834593","105.895343926045","155.074787238281","225.936251002849","240.31191737766","230.260123388512","241.974977054723","243.203255903132","247.306893902969","233.347547522564","229.270596175765","229.129681067243","226.307994719889","230.191029289511","244.868434508852","241.683982078685","243.771270866895","248.235807329174","248.384668398768","247.753804574921","240.119322816025","243.203554719237","243.957024883231","242.122605221491","","",
"Equatorial Guinea","GNQ","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","156.933977120083","145.40086327998","135.087962987284","138.369160412567","177.79149860132","207.307162550618","210.548801037641","211.945390928865","225.267976279082","221.265229351655","224.316187348191","237.403533940248","251.440421600538","263.864790156136","267.828653710312","273.628267517053","276.78256686172","276.650882160471","283.878040427028","298.255381620776","316.299537032549","321.354314316056","326.351704557441","331.124987785285","339.882813234149","345.171925777142","345.684446427662","340.998229558565","337.360988271221","",
"Greece","GRC","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.376851","0.436467","0.49175","0.54759","0.595313","0.635709","0.669205","0.695208","0.721802","0.739678","0.739232","0.723749","0.711752","0.733501","0.744157","0.758156","0.75718","0.780241","0.767948","0.769486","0.78414","0.772831","0.762095","0.719861","0.685952","0.686414","0.671743","0.660971","0.656586","",
"Grenada","GRD","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.06281752743779","2.03134418157023","2.04612187906414","2.04327866410058","2.06644242846837","2.04761638292558","2.0297354587157","2.00805400496291","2.00460181553234","1.9730070104733","1.95019899943521","1.95616990560035","1.94617943234114","1.94398782978071","1.9370901619469","1.93864631450195","1.95791539278135","1.97706870914663","2.05692464140649","2.05789260551167","2.09426540882974","2.09176080580277","2.09875811133973","2.06754853612387","2.01453186671835","2.00177335547688","2.00945941908698","1.98542282878716","1.95366769879357","",
"Greenland","GRL","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.14637351494805","1.46456096265068","1.56430944373623","1.69905567807364","1.83563063186279","1.93572781838233","2.0885402480823","2.2292599565546","2.34036223400432","2.40965568543661","2.4702769896865","2.57741606200086","2.74351477585158","2.8329366363873","2.96816929157405","3.13225979415337","3.23345335178599","3.35822792865971","3.60132191017848","3.68136312669407","3.76175131573866","3.87323917997665","3.93822252528588","4.04994917463678","4.12153066843132","4.21498239646824","4.34763441799828","4.44530715946518","4.50212089076877","",
"Guam","GUM","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0848152473971","","","","","","","","",
"Guyana","GUY","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.1783889963195","79.8730803210195","83.103900297731","84.0929686363964","86.6055050373405","91.139853242029","93.5834471690909","93.4025549271565","96.8550479042406","100.369445412426","102.315919724675","105.811922130611","109.349594460978","119.287531290836","124.184659761127","128.307155970608","130.949714358195","133.2612","133.682382215948","134.257375066422","133.240634208068","131.749626228979","131.195918056487","130.906300972623","129.424326166816","",
"High income","HIC","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.36183697626606","5.71799837792683","6.08560667090346","6.43147636336237","6.81573374958328","7.23154857910856","7.46651148342663","7.71741548187355","7.82079402260989","7.34648143904177","6.84459441078578","6.5460959864261","6.25166349816276","5.9494485868248","5.77840243751826","5.63497731448239","5.56882478975158","5.52428859476871","5.54862197516117","5.60052333753931","5.63764313258913","5.75348830479827","5.86591645782311","6.03118669514794","6.19833033890043","6.37643043494923","6.44881764231045","6.40780442624624","6.40562356055064","",
"Honduras","HND","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.46582584931728","1.8840127602287","1.98881258798203","2.13943426635097","2.53813887085241","3.19631936746267","3.84553230960591","4.51673739657159","5.05561271122592","5.52441067473557","5.93435480428054","6.32956906711967","6.70992367980617","7.064483894129","7.43853418387503","7.82820790224579","8.0065588191729","8.32444186728318","8.93084926492844","9.45533744918487","9.7398949087416","10.0803142811272","10.3891202395656","10.7676678174079","11.2452224397908","11.5865827490099","11.7539858880066","11.9616341410042","12.1840427746996","",
"Heavily indebted poor countries (HIPC)","HPC","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00791485568098873","0.0168739619711085","0.11873980957241","1.84536801945682","3.7287324505968","3.77024992472147","3.82853499648691","3.9223946407443","4.09454523934326","4.18349756819624","4.25756234881624","4.36765557467165","4.36173937809945","4.46826048293317","4.51268846033106","4.67452950911976","4.61236345160471","4.60658962380133","4.52854166840965","4.48079383837972","4.42178344776095","4.31741653646248","4.25093478018743","4.15719532345087","4.05259119760061","4.0256136356548","3.95638600538254","3.90150979182033","3.95238888846804","",
"Haiti","HTI","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.97535878843289","2.18732486399649","2.53400751267193","3.19252662774765","4.33516223148832","5.38106051670936","6.30389621491617","7.42631058515809","7.69810938111233","7.75960858778252","8.20670148584725","9.04396714066147","9.52888680156826","11.9914204487435","14.1350084502953","15.581455033847","16.8070195857054","17.4123760733379","19.3311537364468","19.4765445794757","20.0873034734097","20.7057436677692","21.3039166038987","21.9968365088098","22.3899101279053","23.8688482788232","26.2828793999289","28.4831909395658","31.274392024187","",
"Hungary","HUN","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.6440648067051","31.874643","37.779945","44.076019","51.414685","64.889476","78.141601","90.449664","101.364966","108.642534","114.603814","120.95736","124.767868","128.890653","134.956898","137.565596","139.848402","147.145262","146.112756","143.996627","143.070931","139.569898","143.445415","141.230177","143.846513","148.043851","149.083068","150.736325","155.209606","",
"IBRD only","IBD","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","846.018705332092","888.095188998787","926.838903924274","987.338916618669","1044.34796173999","1111.54540169412","1165.99436268441","1210.29781296306","1888.41603840504","2226.4082670548","2233.12262521294","2421.49859847185","2667.3546895902","2784.3880534057","2876.23148763712","3072.6426842959","3366.81380714638","3483.14804279972","3697.41060723254","3873.36600928713","4006.52379145843","4091.93908639745","4180.54406326161","4384.39791498467","4590.31179851634","4876.61391115897","4985.65562189949","5067.60364479626","5104.98954245371","",
"IDA only","IDX","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.43502574082709","5.93742920368701","6.44219987760618","6.65340511333774","7.14883995525643","7.66477168867496","8.11498319141668","8.49771091338571","9.47495166671112","9.70506541980457","9.76445218427237","9.85496138176276","10.1179698539077","10.26990883549","10.3789335372441","10.4646206329428","10.7252153618476","11.0922937992479","11.5740785465981","12.8794028597173","14.1908289287248","14.975161651372","16.0378384664691","17.5303976913187","18.3465165539196","19.40088755405","20.105838657392","20.1768630012905","20.6531297753664","",
"Not classified","INX","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.880033","0.874379","0.87688","0.874063","0.879287","0.884925","0.892256","0.925785","0.936135","0.972795","1.006182","1.0321","1.073151","1.079243","1.06695","1.067913","1.063856","1.066774","1.072354","1.015928","0.966158","0.959425","0.96529","0.966301","0.989511","0.999033","0.991754","0.983733","0.992768","",
"Iran, Islamic Rep.","IRN","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","211.871671076412","238.079666141566","290.717303100928","342.254830859797","438.451439604367","638.262872118083","799.523527924497","916.802666069752","1064.08233320671","1250.29440753326","1384.5423989882","1498.29475701613","1686.34336153409","1920.4544425736","2146.47624256293","2354.91850592715","2509.81937724089","2863.36572490304","3458.19784721457","3940.84896590457","4268.45106870652","5001.36341010711","6161.04982793884","8456.37732056686","9754.43910382779","11077.5790344362","11885.9774564069","12800.389629711",9036.0,"",
"Iraq","IRQ","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.285212411517129","0.768754581429785","1.37005842327308","4.0947027988857","21.8887095354741","103.755284814415","84.5542498539953","101.678243273363","114.911131306306","126.594459108313","128.556383697456","145.494390294744","170.888747745606","223.266702878926","276.072547720597","365.700244801784","542.853844894407","474.661535356861","514.996013522239","552.358750101098","559.085001945648","573.418165798695","596.000882419564","598.436612210401","602.050891835896","609.716160443705","605.4708428694","593.933822076464","581.902722647832","",
